번호,출처,지역,업종,상호명,주메뉴,주소,연락처,소개,
206,미더유인증,공주,한식,늘푸른솔,"한식(청국장, 두부, 토종닭)",충남 공주시 사곡면 유룡리 379-1,041-841-6387,"주 메뉴가 나오기 전에 부추를 갈아서 만든 옥수수가 들어간 부침개가 나오는데 쫀듯한 맛과 식사를 하기 전에 속을 따뜻하게 만들어 식감을 자극한다. 늘푸른솔에는 직접 청국장을 띄우기에 두부전골과 시래기 퉁퉁장(청국장)을 맛보기로 하였다. 퉁퉁장은 청국장을 부르는 충청도 사투리이다. 청국장은 짜지 않고 특유의 냄새가 나지 않으며 콩의 고소함이 그대로 살아있어 맛을 보고 판매로 이어진다. 보기만 해도 군침이 도는 두부전골은 표고버섯가루와 새우젓으로 간을 하며 무, 양파, 호박, 표고버섯, 석이버섯, 꾀꼬리버섯, 떡, 만두, 두부까지 가득 들어있다.  특히 두부는 직접 재배한 콩과 동네에서 재배한 콩으로 매일 아침 신선한 두부를 만들어 두툼하며 간이 잘 배어 고소함이 느껴진다.
늘푸른솔에는 김치를 제외한 모든 반찬을 매일 아침에 직접 새로 만든다. 눈길 가는 반찬은 시래기를 양념으로 깔고 그 위에 조기를 올려 부드러운 시래기와 어우러져 담백하며 고소한 시래기 맛을 느낄 수 있었다. 상차림은 집장을 갈아 만든 된장, 어릴 적 먹었던 기억이 있는 고추튀김, 두부 두루치기, 깻잎무침등 어머니의 손맛을 그대로 느낄 수 있다. 손두부와 함께 보통 그냥 김치를 볶아서 나오는데 열무김치를 살짝 볶아 두부와 함께 싸서 먹으니 새콤하면서 감칠맛이 입을 즐겁게 만든다. 늘푸른솔의 대부분의 식재료는 6000여 평에 달하는 밭에서 직접 기른 것들이다. 그래서일까, 별반 양념이 들어가지 않은 것 같은 반찬은 정성이 가득해서 맛이 더 좋게 느껴진다. 봄냉이와 가을 냉이의 미묘한 차이 처럼 다른 나물 반찬도 특별한 농촌의 맛을 느낄 수 있다.",
207,미더유인증,보령,한식,시골돌솥쌈밥,"돌솥쌈밥, 우렁무침",충청남도 보령시 큰오랏6길 51 시골돌솥쌈밥 ,041-935-9315,"시골돌솥쌈밥집의 메뉴는 크게 돼지고기와 오리고기 중 선택할 수 있는데, 돼지고기메뉴로는 수육, 생삼겹살, 돼지갈비, 불고기를 즐길 수 있고, 오리고기는 오리수육, 오리훈제, 오리주물럭을 즐길 수가 있다. 모든 메뉴는 2인분 이상일 경우 주문이 가능하다. 시골쌈밥을 제외한 모든 메뉴에서 돌솥밥과 함께 음식을 맛볼 수가 있는데, 돌솥밥에는 찹쌀에 잡곡으로 콩, 조, 수수, 완두콩, 강낭콩, 은행, 당근 등이 함께 들어있어 찰진 찹쌀의 식감과 잡곡이 어우러져 있기에 반찬 없이 먹을 수 있을 정도로 맛이 좋다. 돌솥쌈밥을 시키면, 돼지고기 수육을 맛볼 수 있는데, 고기는 한의원에서 추천을 받은 약재와 함께 고기를 삼아내기 때문에 고기의 냄새가 덜하고 식감도 부드럽다. 오리수육은 부추무침과 함께 접시에 내오는데, 고춧가루로 버무린 부추무침이 과하게 맵지도 않으면서 입맛을 묘하게 당기는 맛이었다. 오리수육은 평상시에 접하기 흔한 메뉴는 아니므로, 시골돌솔쌈밥을 방문하시는 분들에게 한번쯤 주문해서 드셔보시기를 권한다.
시골돌솥쌈밥은 로컬푸드외식업체 인증사업 ‘미더유’의 인증업체로서 미더유사업의 취지인 지역농가와 지역경제의 상생에 큰 도움을 주는 곳이라고 할 수 있다. 반찬류 중의 몇 가지를 제외하고는 농산물을 지역의 농가와 직거래하거나 지역에서 생산된 농산물만을 사용하고 있는데, 쌈채소의 경우 한 농가와 20년간 직거래를 하고 있다. 공주시 의당면에 위치한 반디농장에서 쌈채소를 주에 2회씩 공급받고 있는데, 한번에 10~16박스를 공급받고 있기 때문에, 한 달을 기준으로 보았을 때, 한 식당에서 쌈채소를 최소 80박스에서 최대 128박스를 사용한다고 하니, 지역 농가와 지역 농업의 발전에 큰 역할을 한다고 볼 수 있다.",
208,미더유인증,공주,한식,마곡사 서울식당,"산채정식,더덕정식,산채비빔밥,버섯전골,토종닭",충청남도 공주시 사곡면 운암리 728-2 서울식당,041-841-8016,"마곡사 서울식당은 식당을 운영한지 올해로 33년째로 지역에서 난 콩과 고추로 장까지도 모두 직접 담가서 음식을 만들고 있다. 마곡사 주차장 앞이라서 마곡사의 사계절 풍경을 즐길 수 있는 이곳은 동네 분들이 직접 수확한 더덕과 산채 그리고 표고버섯, 능이까지 직접 구입해서 산채정식, 비빔밥에 사용하고 있다. 주변에 마곡사를 비롯하여 상원골 계곡, 사곡면 막걸리 등 풍부한 먹거리 즐길 거리가 있는 곳이다.",
209,미더유인증,당진,한식,고맛참,"간장게장, 한우등심, 생삼겹살",충청남도 당진시 계성3길 44-47,041-357-5665,"이곳 고맛참 식당은 당진을 대표하는 식당으로 당진에서 사육한 최상급 한우 암소생고기만을 사용하고 있다. 게장은 서해안에서나는 싱싱한 암꽃게를 직거래로 공수하고 쌀과 그외 농산물도 신선한 지역 농산물을 사용하고 있다. 지역 농산물을 사용하다 보니 계절별로 계절메뉴가 있고, 반찬의 종류도 다르다.",
210,미더유인증,금산,한식,복수청정한우,한우구이,충청남도 금산군 복수면 백암1리 516-3번지,041-751-2403,복수청정한우는 2005년도에 개업하면서 청청지역 금산에서 나고 자란 한우만을 고집하고 있습니다. 주인아저씨께서 산을 좋아하셔서 직접 채취한 산나물과 짱아찌를 손님 상에 올리고 있습니다.,
211,미더유인증,부여,한식,나경버섯농가,버섯전골,충청남도 부여군 석성면 비당리 817,041-836-0039,"저희는 자가생산품인 표고버섯을 이용한 식당이며, 인근 지역의 농산물로 퓨전사찰음식을 내고있는 버섯전문농가맛집니다. 집안의 내림음식인 시래기 동태지짐과 버섯을 이용한 다양한 요리를 전골정식이라는 단일메뉴로 운영되고 있던중 2013년 부여군 모범음식점에 선정되기도 했습니다. 100%예약제로 운영되고 있는 나경버섯농가는 식당예약이 없는 날은 하우스에 가서 버섯을 재배하거나, 밭으로 나가 농작물을 키워내고 있습니다. 신선한 재료로 푸드마일리지가 짧은 음식, 조미료 사용안하고 건강한 음식을 만들어 내기 위해서 노력하고 있습니다.",
212,미더유인증,천안,한식,우향,"김치보쌈, 한정식, 숙성한우구이",충청남도 천안시 동남구 구룡동 231-15,041-564-6769,우향식당은 1997년에 첫선을 보인 17년 전통의 토속한정식 전문점이다. 우향에서 사용하는 거의 모든 야채들은 직접 재배하거나 동네 농민들로부터 직거래로 구입되어진 것으로서 지역 농민의 상생을 아주 오래전부터 몸소 실천해온 토속음식이다. 1997년 문을 연이래로 식당 아주머니의 손맛을 맛보이기 위해 엄선된 재료만 고집하여 손님들께 선보이고 있다. 이것이 17년이란 오랜 기간동안 음식점을 유지할 수 있었던 비결이라 할 수 있다. 음식뿐만이 아니라 17년동안 손수 가꿔온 약 150여종의 희귀 야생화와 나무들이 있는 정원은 우향의 또다른 자부심이다. 이곳 식당에서는 숙성된 한우암소 구이와 김치보쌈을 맛볼 수 있으며 식당 한켠에 마련된 정원에서 다양한 식물들도 볼 수 있다.,
213,미더유인증,서천,한식,다정다반,농가밥상,충청남도 서천군 종천면 산천길 106번길 15호,041-953-9705,"다정다반은 서천군 종천면 희리산자연휴양림 초입에 위치해 있는 농가식당이다. 이 곳 식당에서는 희리산 콩부인 자연밥상, 계절밥상, 자연큰상 메뉴가 있고 음식에 필요한 농산물과 산나물 등은 주변 텃밭과 희리산에서 직접 수확하거나 직접 농사진 농산물을 사용하며, 두부에 사용하는 콩등은 마을 주민들로부터 구매하여 음식을 하고 있다.",
214,외국인편의음식점,천안,양식,발할라,"스테이크, 해산물과 생선회, 중식요리",충남 천안시 서북구 검은들1길 25,041- 567-9669,"프리미엄 패밀리 레스토랑
500여 평의 도심공원과 어울리는 최고급 인테리어와 180여 가지 의 빼어난 음식들로 사랑받고 있으며 돌, 백일, 연회, 기업행사에 필요한 영상, 음향 시스템을 갖춘 최고급 패밀리 레스토랑이다.",
215,외국인편의음식점,천안,한식,큰댁,한정식,충남 천안시 서북구 성정중4길 30,041-555-8107,"50년을 이어오고 있는 고집스러움도 대단한데 무엇보다 된장, 간장을 직접 담그는 슬로우푸드를 지향하는 전통한정식 집이어서 남다른 대접을 받는다는 기쁨도 느낄수 있다. 편안하고 깔끔한 실내에서 한정식의 깊은맛을 느낄 수 있으며 최근에는 외국인손님들이 많이 찾고있어 맛과 모양, 소스를 개발하는데 최선을 다하고 있는 집이다.",
216,외국인편의음식점,천안,한식,송연,"한정식, 자연산 송이요리",충남 천안시 동남구 양지말1길 11-4,041-568-2330,"전통의 맛을 자랑하는 궁중한정식
재료는 직접 농사를 지어 유기농으로 사용하고 있으며 된장, 고추장도 모두 직접 담그고 있다. 신선한 재료만을 사용하여 담백한 맛의 식사를 할 수 있으며 청결한 분위기와 친절한 서비스가 최고 인 집이다. 천연 조미료만을 사용하고 주변 풍경이 너무나도 아름다운 곳이다.",
217,외국인편의음식점,천안,한식,승지원,소고기 코스요리,충남 천안시 서북구 노태산로 41,041-567-7887,"맛있는 음식과 더불어 품격 있는 실,내외 분위기를 갖춘 고급 한정식으로 소고기 코스요리 전문점이다. 빼어난맛을 위해 한우암소1등급 고기와 소금, 간장, 고추, 마늘 등 국산식자재와 국내 최고의 요리재료를 엄선하여 최고의 요리사가 철마다 특별한 요리를 제공하고 있다.",
218,외국인편의음식점,천안,중식,슈엔,"피라미드 동파육, 매운갈비누룽지, 유린기",충남 천안시 서북구 성정중1길 26-2,041-588-8899,"전통 중국요리의 진수
전통 있는 중화요리와 차별화된 퓨전요리를 제공하고 있으며 피라미드 동파육은 슈엔에서만 맛볼 수 있는 고급 돼지고기 요리이다. 매콤한 양념에 재운 갈비와 누룽지가 어울린 매운갈비누룽지 는 음식평가회에서 고객들에 의해 선정된 요리이기도 하다.",
219,외국인편의음식점,천안,양식,빌라 디에스떼,"안심스테이크, 해산물스파게티",충남 천안시 서북구 한들2로 34-19 ,041-566-4433,"맛을 뛰어넘어 서비스로 보답하는 곳
르네상스 시대 이탈리아의 대표적 별장 이름을 딴 빌라 디에스떼는 아기자기한 이름처럼 이탈리아 느낌이 제대로다. 여러 종류의 파스타와 스테이크, 그리고 옛날 방식으로 화덕에서 구워 내는 피자, 이 모든 음식이 맛과 서비스, 분위기에서 하나도 밀리지 않는다.",
220,외국인편의음식점,천안,일식,모미지일식,특생선회,충남 천안시 서북구 서부대로 427,041-592- 0020,"수려한 주변경관과 싱싱한 활어회
1층과 2층이 모두 룸으로 이루어져 있으며 조용하고 한가로운 분위기에서 정통일식을 즐길 수 있다. 산지에서 직송된 활어회 만을 엄선하여 담백하고 깔끔하며 씹는 맛이 일품이다. 정갈하고 푸짐 한상차림은 한눈에 보기에도 입맛을 돋게 해주며 다시 찾고싶은 집이다.",
221,외국인편의음식점,천안,한식,녹원,"하나정식, 두나정식",충남 천안시 동남구 유량로 140 ,041-555-3531,"놋그릇의 옛스러움이 있는 곳
모든 그릇이 방자유기로 구성되어 멋스러운 한정식 음식을 더욱 돋보이게 하며 맛과 멋을 두루 갖춘 한정식집이다. 한적하고 조용한 공간에 독립적으로 마련되어 모임의 장소로 그만이다. 기본반 찬 8가지에 불고기, 보쌈, 전, 광어, 낙지찜, 생선구이, 회무침 등이 나오며 정갈하고 깔끔한 상차림을 맛볼 수 있다.",
222,외국인편의음식점,천안,한식,대명가든,"한정식, 소양념갈비, 돼지갈비",충남 천안시 동남구 구성12길 9,041-563-1234,30년 전통의 천안 맛집으로 아름답고 운치 있는 정원이 있어 음식의 맛을 더욱더 살려 준다. 고기와 한정식의 명가로 엄선된 식재료만을 사용하여 깊은 맛을 느낄 수 있다. 육즙이 부드럽고씹는 맛이 뛰어난 양념갈비는 누구나 좋아하며 IC 한정식 또한 푸짐한 상차림으로 인기가 좋다.,
223,외국인편의음식점,천안,한식,들꽃,"솔갈비, 오리훈제",충남 천안시 동남구 수련원길 110 ,041-522-0281,"이곳은 원래 오랫동안 서예 전시관으로 유명했던 공간을 리모델링해서 음식점으로 만들었기 때문에 자연과 조화를 이루는 테마음식점으로 손색이 없다. 솔갈비는 국내산 돼지고기를 재워 낸 것으로 숯불에 먼저 구운 다음, 돌판에 솔잎 을 깔고 갖은 야채와 구운 고기를 넣고 육수를 부어 끓여가며 먹는다. 이 때 16가지 천연재료 를 이용한 특제 소스와 은은한 솔잎향이 어우러 져 돼지고기의 맛이 더욱더 부드러워진다.",
224,외국인편의음식점,천안,양식,라꾸보 레스토랑,"안심스테이크, 파스타",충남 천안시 동남구 성남면 종합휴양지로 183,041-574-1500,"호수의 낭만이 물씬 풍기는 천안의 명소
천안종합휴양지에 있는 라꾸보에 들어서면 호수가 한눈에 들어 온다. 1층은 경양식식당으로 돈가스 등 가벼운식사를 할 수 있는 곳으로 가족들이 함께하기 좋은 곳이고 2층은 정통이탈리아 코스 요리레스토랑,3층은까페가있어한곳에서여러가지색다른분 위기로 주변경관과 함께 낭만을 느낄 수 있는 곳이다.",
225,외국인편의음식점,공주,한식,대가문,한정식,충남 공주시 소학길 5-3 ,041-855-6373,"고풍스러운 한옥에서 느끼는고품격 한정식
정갈하고 단아한 상차림은 제철음식을 기본으로 하여 보기만 해 도 입맛을 돌게 해주며 고풍스러운 한옥이 특징이다. 금강가에 위 치하고 있어 풍경 또한 그만인 이곳. 재래식 된장과 묵은지를 이 용한 찬과 찌개는 전통 한정식의 맛을 제대로 살려내고 있다.",
226,외국인편의음식점,공주,한식,새이학가든,"석갈비, 따로국밥, 버섯불고기",충남 공주시 금강공원길 15-2 ,041-855-7080,오래전 장터 손님들을 상대로 국밥을 말아온 전통있는 식당으로 공주에서 소문난 집이며 따로 국밥은 한우사골을 고아낸 국물에 파와 마늘을 넣어 푹 끓여 얼큰하면서도 구수한 깊은맛을 내며 국과 밥 따로 제공한다. 66년전에 공주 중동 에 이학식당으로 시작한 역사는 단백질이 부족 했던 시절 서민의 영양을 책임지던 공주의 대표 음식으로 오래전부터 자리매김 하고 있다.,
227,외국인편의음식점,공주,한식,고마나루돌쌈밥,"꽃정식, 돌쌈밥, 돌솥밥, 쌈정식",충남 공주시 백미고을길 5-9,041-857-9999,고풍스러운 인테리어는 작은 박물관을 연상시키며 30여 가지 무공해 야채에 갓 지은 돌솥밥을 쌈장과 함께 싸먹는 맛이 일품이 다. 최근에는 먹는 꽃을 이용한 꽃정식은 먹기에는 너무나 아까운 예쁜 음식으로 인기를 끌고 있다.,
228,외국인편의음식점,공주,한식,예가,"소석갈비, 소갈비전골, 돼지석갈비",충남 공주시 금벽로 535 ,041-854-7900,창가에 흐르는 금강의 잔잔한 물결을 바라보며 햇살가득 머금은 미소로 양질의 고기 맛을 즐길 수 있는 곳으로 탁월한 참나무훈제 석갈비는 자랑할 만한 먹거리이다. 뜨거운 돌판위에 구워 제공되는 석갈비는 버섯가루 등 14가지 천연 재료로 양념해 부드러운 육질과 깊은 맛을 자랑한다.,
229,외국인편의음식점,공주,한식,청운본가,"소고기특수모듬, 소꽃등심, 생삼겹살",충남 공주시 번영2로 68-23,041-881-9984,"질 좋은 국내산 한우만을 엄선, 마블링이 좋고 신선한 고기만을 사용해 감칠맛이 나며 구수한 된장찌개 맛이 일품으로 관광객들이 많이 찾고 있다. 깨끗한 분위기와 푸짐한 밑반찬을 곁들여 한우의 맛을 더욱 살려준다.",
230,외국인편의음식점,공주,한식,연기숯불갈비,"생삼겹살, 돼지갈비",충남 공주시 번영1로 80,041-856-2403,국내산최고등급의얼지않은고기만을제공하고있어신선한맛 을즐길수있으며푸짐한밑반찬에도엄선된최상의재료를아낌 없이 사용해 탁월한 맛을 자랑한다. 주인이 직접 손질하여 1인분 씩(200g) 저울에 달아 손님상에 내놓고 있어 믿고 먹을 수 있다.,
231,외국인편의음식점,공주,양식,케이프타운,"안심스테이크, 하우스돈가스, 해물스파게티",충남 공주시 금벽로 537 ,041- 857-8757,금강을 바라보며 맛과 분위기를 동시에 만족시킬 수 있어 연인과 가족들이 많이 찾고 있다. 레드와인 소스를 이용한 안심스테이크는 저온 숙성한 고기를 사용하며 더욱 깊은맛을 내주는 이 집의 대표 메뉴이며 야채와 치즈를 곁들인 수제 돈가스 또한 인기 메뉴이다.,
232,외국인편의음식점,아산,한식,여명회관 한정식,"연잎한정식, 꽃게장정식",충남 아산시 충무로8번길 16,041-534-7777,"천연재료만을 고집하는 한정식의 명가
충남 아산으로 온천욕을 즐기러 모여든 관광객들의 눈길을 끄는 원조 맛집이다. 전 연령층을 아우르는 음식을 개발, 남녀노소 누가와도 즐겁게 식사 할 수 있다. 연잎과 연근, 참마 등을 이용한 천연 재료와 30여 가지의 산야초, 한약재 등을 발효시킨 효소 등을 조미료 대신 사용하여 진정한 웰빙식으로 좋은 반응을 얻고 있다.",
233,외국인편의음식점,아산,한식,현대갈비,"생갈비, 양념갈비, 갈비탕",충남 아산시 충무로8번길 9,041-545-7880,"40년 전통 한길만 걸어온 정직한 갈비
전통과 정직을 우선으로 40년 동안 밑반찬을 직접 담가서 손님들 에게 제공하고 있으며 갈비작업도 수작업으로 직접하고 있다. 신선한 고기만을 사용해서인지 살아있는 육질의 맛을 느낄 수 있으 며 갈비탕 또한 밤새 끓여 더욱 깊은맛을 느낄 수 있다.",
234,외국인편의음식점,아산,한식,153갈비마을,"매운소갈비찜, 돼지숯불갈비, 돼지갈비전골, 소불고기, 삼겹살",충남 아산시 남산로 55,041-544- 8782,편안한 분위기 속에서 온가족이 함께 식사를 즐길 수 있다. 청결과 맛은 기본이고 새로이 개발한 매운소갈비찜은 매콤한맛과 부드러운 육질로 많은 사랑을 받고있다.,
235,외국인편의음식점,아산,한식,낙원가든,"소양념갈비, 앉은뱅이 갈비탕, 버섯생불고기",충남 아산시 음봉면 아산온천로 217-14,041-541-6866,"씨름선수도 한그릇 먹으면 일어서지 못 할 정도로 푸짐한 양과 맛 또한 일품인 앉은뱅이 갈비탕. 표고, 느타리, 팽이버섯 등 다양한 버섯류와 야채, 낙원가든 만의 비법 육수가 조화된 전골식 식사는 온천욕 후 출출해진 허기를 달래기에 그 만이다.",
236,외국인편의음식점,아산,한식,황토화로구이,"돼지갈비, 꽃등심, 육회",충남 아산시 아산로 7,041- 544-8592,"참숯으로 구워내 냄새에 먼저 반하게 되는...
선조들의 지혜가 담긴 참숯과 황토화로로 최고의 돼지갈비와 함께 나오는 음식들도 하나같이 맛깔스럽게 제공된다. 갈비에 대한 철학이 남다른집이기에 갈비의 참맛을 느껴보고 싶다면 황토화로구이를 찾으면 그만이다.",
237,외국인편의음식점,논산,한식,사랑한 소,"한우모듬, 한우모듬스페셜, 불고기",충남 논산시 시민로210번길 4,041-732-0235,"최상의 상품이 되기를 고집한 한우
무항생제 사료로 생산하는 친환경 한우 인증 농가에서 직접 구입, 유통, 판매하여 가격이 저렴하고 1등급 이상 한우(국내산)를 식육 처리기능사, 조리장이 직접 작업하여 한우의 다양한 부위를 최상 의 맛으로 즐길 수 있는 명소이다.",
238,외국인편의음식점,논산,한식,소나무한정식,"소나무한정식, 백합한정식, 국화한정식",충남 논산시 취암동 논산대로 357 ,041-735-7191,"전통한옥에서 맛보는 “임금님 수라상”
고풍스런 한옥 전경과 아늑한 실내분위기 속에서 맛깔스러운 한정식이 코스별로 제공되어 남다른 대접을 받는다는 고마움까지 생긴다. 인근에서 재배한 더덕을 애벌구이한 다음 양념을 바른 더덕구이를 비롯해 직접 개발한 양념소스에 신선한 식재료로 정성 을 다해 만든 소나무만의 한정식은 단체, 가족 등 남녀노소 모두 즐길 수 있는 별미이다.",
239,외국인편의음식점,논산,한식,돌체회관,"젓갈정식, 갈치정식",충남 논산시 관촉로3번길 13,041-732-3422,"고향집 어머니가 차려주신 듯 정성과 사랑이 담긴 한정식
국내 최대 석불(은진미륵)이 모셔져 있는 관촉사 아래에 위치한 30년 전통의 한정식 집으로 좋은 재료와 오랜 경험에서 우러나오는 독특한 비법이 토속적인 맛과 어우러져 다시 찾고 싶은 곳 이다. 무엇보다 상다리 휘어지게 나오는 반찬이 적당한 간에 맛깔스런 비주얼까지 갖추어 먹는 내내 행복함이 든다.",
240,외국인편의음식점,논산,한식,황산옥,"우어회, 생복탕, 생복찜, 메기찌개",충남 논산시 강경읍 금백로 34,041-745-4836,금강이 굽이굽이 휘감아 돌고 아래로는 부여와 논산의 너른 평야가 조화를 이루어 넉넉하고 여유있는 강변마을 나루터에 걸쳐 있는 황산옥. 옛날 부여와 강경을 오가던 황산나루에 손님들이 잠시 쉬었다 가던 주막의 자리로 금강에서 나는 민물고기와 황복을 끓인 내력이 3대에 걸쳐 85년 가까이나 전통을 이어오고 있으며 그 맛 또한 천하일품이다.,
241,외국인편의음식점,논산,한식,태능초가갈비,"한우등심, 돼지갈비",충남 논산시 중앙로 398번길 7-7,041-732-2111,20년 동안 오직 갈비와 냉면에만 정성을 다하는 지역의 대표음식점으로 쾌적한 실내 분위기와 친절하고 편안한 서비스로 정성을 다하는 곳이 다. 오랜 세월을 거치며 전통으로 이어온 과일양 념 돼지갈비는 부드럽게 씹히는 맛이 한번 먹으면 다시 찾게되는 잊을 수 없는 맛이다.,
242,외국인편의음식점,논산,한식,보은집,"갈치조림, 갈비찜, 버섯야채불고기",충남 논산시 연무읍 감바위로30번길 6,041-741-6960,"짭쪼름 밥도둑 갈치조림과 살아움직일듯 싱싱한 꽃게요리
논산의 관문인 호남고속도로 논산(연무) 톨게이트 옆에 자리 잡고있는 보은집은 어머니로부터 맛을 물려받았다는 40년 전통의 노하우를 가지고 맛과 분위기를 최우선으로 삼아 정성을 듬뿍 담는 음식점으로 정평이 나있다. 세월이 지나도 변함없는 고객서비스 제공으로 고객에게 인정받고 기억에 남을 업소이다.",
243,외국인편의음식점,논산,한식,돈가우가,"흑염소, 흑염소 전골, 흑염소 수육",충남 논산시 계백로 729,041-736-3603,"예로부터 보양식으로 널리 알려진 흑염소를 인근 농장에서 키워 항상 신선한 고기를 맛볼수 있고, 흑염소 특유의 냄새를 없애 구이, 전골, 탕, 볶음 등 남녀노소 다양하게 즐길 수 있는 음식으로 찾아주시는 모든 분들이 행복해 질 수 있는 곳이다.",
244,외국인편의음식점,계룡,한식,신도안오리,"한방해천탕, 훈제오리, 오리로스",충남 계룡시 장안로 31 (금암동) ,042-551-5292,"건강한 오리가 신선한 해산물을 만나 더 맛있어진 요리
오리의 담백함을 신선한 해산물과 접목하여 건강식으로 만들었다. 특히 땀을 많이 흘리거나 육체노동으로 체력이 떨어진 사람들에게 좋은데 단백질과 비타민이 풍부한 전복은 물론 낙지 역시 몸 에서 빠져나간 진액을 보충해주는 역할을 하기 때문이다.",
245,외국인편의음식점,계룡,한식,콩밭가인,"두부보쌈, 두부메로전골, 순두부청국장, 해물순두부",충남 계룡시 금암동 새터산길 12,042-841-6776,"매일 아침 직접 만드는 고소하고 부드러운 두부
파종에서 수확까지 최고품질의 콩을 재배농가와 직접 계약하여 공급을 받는다. 두부를 기본으로 하여 입에 착착 달라붙는 반찬 들의 토속적인 맛이 일품인 콩밭가인은 모든 식자재를 직접 만들어 요리하고 있다.",
246,외국인편의음식점,계룡,한식,예사랑막국수,"막국수, 양념족발, 쌀국수(온면)",충남 계룡시 계룡대로 263 ,042-841-9961,"쫄깃한 면발과 달콤새콤한 양념장, 야채와 과일로 육수를 만들어 상큼하고 깔끔하고 담백한 맛 의 막국수. 성인병을 예방하는 건강식품이며, 여 성피부에 좋은 미용식품이다. 또한 비만, 당뇨병 치료에 좋은 치료식품이기도 하다. 양념족발, 양 념국수는 조미료를 전혀 사용하지 않는다.",
247,외국인편의음식점,계룡,한식,회동,"전복오리해천탕, 전복삼계탕, 용누리탕",충남 계룡시 엄사면 엄사리 연화동길 19,042-841-1254,"보약 한첩 안부러운 특급 보양식
장시간 가마솥에서 우려낸 진한 육수로 보약 한첩과 진배없는 영양식으로 연구 개발한 음식들이다. 전복, 산낙지, 각종 해물과 오리의 환상적 궁합으로 최상의 보양식인데 오리는 다른 육류와 다르게 불포화지방산이 많아 <동의보감>, <본초강목>에서는 고혈압과 신경통, 동맥경화, 비만증에 좋다고 언급하기도 하였다.",
248,외국인편의음식점,계룡,한식,국사봉,한정식 코스요리,충남 계룡시 엄사면 번영8길 4-13,042-841-9440,"수라상이 부럽지 않은 한정식
산, 들, 강, 바다에서 채취한 재료들을 가지고 밥상을 채운다. 무엇보다도 좋은 식재료를 쓰는게 중요하고 여기에 요리하는 사람의 정성이 더해진다. 제철에 나온 나물과 야채들, 생선류, 그리고 보쌈 등 정갈하게 차려진 상차림이 손님들을 단번에 매료시키고 있다.",
249,외국인편의음식점,계룡,한식,신도리 한우촌,"한우고기, 곰탕, 갈비탕",충남 계룡시 엄사면 번영11길 4-57,042-841-5060,"토종한우 생고기만을 고집하는 한우촌
향적산오르는 길목에 위치한 신도리한우촌은 안심 할 수 있는 신선한육질의 한우를 비교적 저렴한 가격으로 마음껏 즐길 수 있는 곳이다. 지방 등 각종 부산물을 말끔히 제거한 후 정갈스럽게 나 오는 갈비나 등심, 안창 등은 그냥 생으로 먹고싶은 충동이 일정도로 신선하다.",
250,외국인편의음식점,계룡,한식,토담,"토담정식, 한방백숙, 오리훈제",충남 계룡시 엄사면 번영11길 25 ,042-841-0330,분재와 야생화가 잘 어우러진 수려한 주변 경관과 계단옆으로 잘 꾸며진 나무와 꽃들이 주인의 정성을 돋보이게 하는 집이다. 이 집의 주메뉴인 오리는 고단백 영양식품으로 육질이 연하여 먹기에 좋고 외국인에게도 인기가 높은 건강식으 로 손꼽힌다.,
251,외국인편의음식점,금산,한식,인삼장어 백탄구이,"인삼장어(양념, 소금)구이, 갈치조림, 능이버섯전골, 제주도삼겹살",충남 금산군 금산읍 군청3길 7,041-751-0323,"국내산 백탄에 구은 장어와 인삼의 만남
불포화지방산과 단백질이 풍부하기로 잘 알려진 장어는 지친 현대인들에게 필요한 대표적인 보양식으로 인심 좋은 주인의 깊은 손 맛이 더해져 그 맛을 더한다. 외국인 편의음식점으로 초벌구이한 장어를 백탄에 다시구워 인삼과 쌈싸먹는데 그 맛이 아주 담백하고 백탄에서 구워지는 동안 기름이 싹 제거되기에 많은 양을 먹어도 느끼하지 않다.",
252,외국인편의음식점,금산,한식,대원숯불구이,"전복삼계탕, 한우꽃등심, 양념돼지갈비, 버섯전골",충남 금산군 금산읍 비단로 167,041-751-9292,참숯구이와 더불어 인삼 약초에 전복을 첨가한 전복삼계탕은 우리나라 전통의 보양식으로 특히 남자들의 원기회복에 탁월한 음식으로 소문이 자자한 음식이다. 주변 인삼시장 구경도 재미 있는 볼거리를 제공한다.,
253,외국인편의음식점,금산,한식,조무락,"인삼한정식, 홍삼신선로, 인삼샐러드",충남 금산군 금산읍 비범1길 26 ,041-752- 5656,"인삼한정식에 반하다!
최고의 재료를 가지고 손님을 위해 최선을 다한다는 마음으로 항상 즉석으로 음식을 준비하고 있으며, 지역의 특성을 살려 금산에서만 맛 볼 수 있는 인삼한정식은 이집만의 별미이다. 화학조미료 를 사용하지 않고 효소를 이용하여 요리를 한다. 특제 인삼 한정식을 맛보려면 예약은 필수라고 한다.",
254,외국인편의음식점,부여,한식,구드래돌쌈밥,"돌쌈정식, 야채불고기",충남 부여군 부여읍 나루터로 31,041-836-9259,"신선한 채소와 돌솥밥이 어우러진 최고의 맛
돌솥밥은 예로부터 기운을 돋우는 영양음식으로 손꼽혔다. 신선하고 정갈한 재료로 농촌에서 쉽게 구할 수 있는 다양한 식자재를 바탕으로 먹는이의 미각을 흡족하게 만든다. 순수한 재래식 재료 만을 사용해서 허약해진 건강을 회복하는 건강음식들이 준비되어 있는데 신선한 채소와 편육 그리고 돌솥밥이 어우러진 돌쌈밥의 맛은 가히 천하일품이다.",
